OrderID,OrderDate,ShipDate,ShipMode,AddressID,CustomerID
CA-2015-107020,2015-07-10,2015-07-14,Standard Class,A003935,MV-18190
US-2015-117492,2015-08-07,2015-08-09,First Class,A003936,NS-18640
CA-2014-101392,2014-12-07,2014-12-13,Standard Class,A003937,AS-10630
CA-2015-127502,2015-12-10,2015-12-14,Standard Class,A003938,MT-17815
CA-2017-143658,2017-11-08,2017-11-13,Second Class,A003939,SR-20425
CA-2017-133046,2017-07-27,2017-08-01,Second Class,A003940,DK-13375
CA-2017-122798,2017-12-28,2018-01-01,Standard Class,A003941,SV-20935
CA-2016-169663,2016-03-10,2016-03-13,First Class,A003942,RH-19510
CA-2015-149846,2015-05-22,2015-05-26,Standard Class,A003943,SB-20185
CA-2017-159149,2017-02-17,2017-02-19,First Class,A003944,CR-12820
US-2017-167570,2017-12-08,2017-12-15,Standard Class,A003945,EG-13900
CA-2017-160122,2017-11-18,2017-11-23,Standard Class,A003946,RD-19930
CA-2016-130393,2016-12-01,2016-12-03,Second Class,A003947,JM-15865
CA-2017-144820,2017-10-03,2017-10-07,Second Class,A003948,LW-16825
CA-2017-101014,2017-08-29,2017-09-04,Standard Class,A003949,RW-19540
CA-2017-105543,2017-11-24,2017-11-24,Same Day,A003950,BG-11695
US-2017-113201,2017-06-30,2017-07-05,Standard Class,A003951,TT-21220
US-2017-106551,2017-07-22,2017-07-27,Standard Class,A003952,EB-13930
CA-2016-116722,2016-11-11,2016-11-16,Standard Class,A000263,LP-17080
CA-2014-138128,2014-12-09,2014-12-15,Standard Class,A003953,FP-14320
US-2017-150070,2017-09-07,2017-09-12,Standard Class,A003954,JA-15970
CA-2015-137064,2015-02-06,2015-02-13,Standard Class,A003955,TS-21655
CA-2017-157350,2017-08-26,2017-09-01,Standard Class,A003956,DP-13000
CA-2014-127866,2014-07-20,2014-07-23,First Class,A003957,JD-15895
CA-2015-131352,2015-10-08,2015-10-13,Standard Class,A003958,GH-14485
CA-2015-121776,2015-02-16,2015-02-21,Standard Class,A003959,RD-19585
CA-2016-118073,2016-08-12,2016-08-16,Standard Class,A003960,CS-12490
CA-2014-103219,2014-11-09,2014-11-13,Standard Class,A003961,BF-11215
CA-2016-102561,2016-07-18,2016-07-22,Standard Class,A003962,NK-18490
CA-2016-100993,2016-02-05,2016-02-10,Standard Class,A003963,AZ-10750
US-2014-112949,2014-06-20,2014-06-27,Standard Class,A003964,Co-12640
US-2017-146822,2017-06-09,2017-06-14,Standard Class,A003965,AG-10675
US-2016-131058,2016-12-27,2016-12-31,Standard Class,A003966,EM-14140
CA-2014-167997,2014-01-26,2014-01-29,First Class,A003967,CA-11965
CA-2017-140151,2017-03-23,2017-03-25,First Class,A003968,RB-19360
US-2017-143770,2017-03-20,2017-03-24,Standard Class,A003969,RD-19720
CA-2016-131296,2016-10-04,2016-10-09,Standard Class,A003970,MS-17830
CA-2016-103464,2016-11-18,2016-11-22,Standard Class,A003971,PG-18820
CA-2017-136238,2017-12-26,2018-01-01,Standard Class,A003972,KB-16240
CA-2016-120803,2016-03-09,2016-03-13,Standard Class,A003973,RB-19465
CA-2016-134138,2016-02-16,2016-02-20,Standard Class,A003974,JD-15790
CA-2015-120915,2015-09-28,2015-10-03,Second Class,A003975,JJ-15445
CA-2015-168207,2015-11-02,2015-11-06,Standard Class,A003976,LT-17110
CA-2016-144148,2016-07-31,2016-08-05,Standard Class,A003977,AH-10690
CA-2017-107174,2017-11-06,2017-11-13,Standard Class,A003978,AB-10060
CA-2016-146150,2016-02-14,2016-02-19,Standard Class,A003979,FM-14380
CA-2014-114125,2014-07-09,2014-07-13,Standard Class,A003980,GH-14410
CA-2016-114944,2016-01-30,2016-02-04,Standard Class,A003981,HE-14800
CA-2016-135965,2016-09-22,2016-09-25,First Class,A003982,SZ-20035
CA-2017-149699,2017-12-22,2017-12-24,First Class,A003983,CM-12115
CA-2016-166429,2016-09-02,2016-09-08,Standard Class,A003984,TG-21310
CA-2015-112767,2015-08-02,2015-08-06,Standard Class,A003985,DK-12985
CA-2015-119879,2015-11-21,2015-11-25,Standard Class,A003986,SS-20410
CA-2017-155642,2017-05-18,2017-05-22,Standard Class,A003987,BM-11575
US-2017-101721,2017-07-23,2017-07-27,Standard Class,A003988,MY-17380
CA-2015-136728,2015-09-13,2015-09-17,Second Class,A003989,AG-10900
CA-2016-127194,2016-12-10,2016-12-16,Standard Class,A003167,BW-11110
CA-2015-140375,2015-10-02,2015-10-05,Second Class,A003990,SG-20470
US-2017-155866,2017-11-17,2017-11-21,Standard Class,A003991,CC-12370
CA-2015-141327,2015-11-30,2015-12-03,First Class,A003992,LR-16915
CA-2015-136700,2015-12-06,2015-12-11,Second Class,A003993,DB-13120
CA-2017-102736,2017-09-05,2017-09-09,Standard Class,A003994,LP-17095
CA-2017-125269,2017-04-24,2017-04-30,Standard Class,A001653,AF-10870
CA-2015-114811,2015-11-08,2015-11-08,Same Day,A003995,KD-16495
CA-2015-122266,2015-04-26,2015-04-30,Standard Class,A003996,SA-20830
CA-2015-141565,2015-09-20,2015-09-24,Standard Class,A003997,BG-11035
CA-2017-128769,2017-09-07,2017-09-12,Standard Class,A003998,DM-12955
CA-2016-116337,2016-11-07,2016-11-12,Standard Class,A003999,MC-17845
CA-2015-120845,2015-09-25,2015-10-02,Standard Class,A004000,ML-17395
CA-2014-120775,2014-10-03,2014-10-07,Standard Class,A004001,RD-19930
CA-2014-152905,2014-02-18,2014-02-24,Standard Class,A004002,AB-10015
CA-2016-104633,2016-06-12,2016-06-16,Standard Class,A004003,EA-14035
CA-2017-104136,2017-11-01,2017-11-04,Second Class,A004004,SF-20065
CA-2016-123050,2016-04-04,2016-04-08,Second Class,A004005,BC-11125
CA-2016-162355,2016-06-30,2016-07-02,Second Class,A004006,PF-19165
CA-2014-158225,2014-09-22,2014-09-28,Standard Class,A004007,SE-20110
CA-2017-102204,2017-05-01,2017-05-06,Standard Class,A004008,CJ-12010
CA-2017-103065,2017-10-20,2017-10-20,Same Day,A004009,PT-19090
CA-2014-109855,2014-09-01,2014-09-05,Standard Class,A004010,LH-16900
CA-2014-109897,2014-08-12,2014-08-16,Standard Class,A004011,BW-11200
US-2014-143581,2014-08-19,2014-08-23,Standard Class,A004012,BS-11365
CA-2015-129217,2015-05-10,2015-05-10,Same Day,A004013,DP-13390
CA-2016-133816,2016-05-10,2016-05-13,Second Class,A004014,CS-12400
CA-2015-140221,2015-03-05,2015-03-09,Second Class,A004015,MS-17365
CA-2017-152310,2017-08-12,2017-08-19,Standard Class,A004016,DK-12895
CA-2016-118101,2016-06-26,2016-06-26,Same Day,A004017,SN-20560
CA-2016-100307,2016-12-15,2016-12-19,Standard Class,A004018,TC-21475
CA-2015-138457,2015-09-13,2015-09-17,Standard Class,A004019,AM-10705
CA-2014-131800,2014-12-30,2015-01-04,Standard Class,A004020,AJ-10960
CA-2014-118304,2014-04-29,2014-05-04,Standard Class,A004021,KH-16360
CA-2017-121790,2017-01-30,2017-02-06,Standard Class,A004022,LP-17095
CA-2016-169670,2016-12-25,2016-12-31,Standard Class,A004023,JE-15715
CA-2016-139549,2016-10-20,2016-10-25,Standard Class,A004024,MY-18295
CA-2015-104059,2015-06-13,2015-06-15,Second Class,A004025,FC-14245
CA-2017-164112,2017-06-30,2017-07-04,Standard Class,A004026,ND-18460
CA-2015-143882,2015-06-26,2015-06-30,Standard Class,A004027,DB-13360
US-2016-139262,2016-02-21,2016-02-25,Standard Class,A004028,LC-16960
CA-2017-146192,2017-04-22,2017-04-26,Standard Class,A004029,BD-11725
CA-2017-134810,2017-05-09,2017-05-10,First Class,A004030,MC-17605
CA-2015-154284,2015-12-21,2015-12-26,Second Class,A004031,SZ-20035
CA-2014-156244,2014-08-12,2014-08-16,Standard Class,A004032,DH-13675
CA-2015-106362,2015-12-11,2015-12-15,Standard Class,A004033,LC-16885
US-2017-168802,2017-11-03,2017-11-07,Standard Class,A004034,JO-15145
US-2017-146906,2017-03-13,2017-03-17,Standard Class,A004035,MT-17815
CA-2016-166380,2016-05-30,2016-06-03,Standard Class,A004036,EB-13750
US-2015-158911,2015-07-05,2015-07-11,Standard Class,A004037,RS-19765
US-2014-103338,2014-03-11,2014-03-15,Standard Class,A004038,RB-19435
CA-2015-109169,2015-04-20,2015-04-24,Standard Class,A004039,OT-18730
US-2017-167318,2017-07-26,2017-08-01,Standard Class,A004040,GZ-14545
US-2014-120313,2014-10-31,2014-11-02,Second Class,A004041,NL-18310
CA-2017-135419,2017-11-03,2017-11-09,Standard Class,A004042,BG-11740
CA-2016-128671,2016-08-11,2016-08-16,Standard Class,A004043,MT-18070
CA-2016-149335,2016-07-25,2016-07-25,Same Day,A004044,BC-11125
CA-2014-168312,2014-03-01,2014-03-07,Standard Class,A004045,GW-14605
US-2017-105935,2017-01-26,2017-01-31,Standard Class,A004046,BD-11500
CA-2014-161508,2014-07-12,2014-07-16,Standard Class,A004047,PV-18985
CA-2017-130904,2017-04-11,2017-04-16,Standard Class,A004048,HM-14980
CA-2017-133620,2017-11-13,2017-11-18,Standard Class,A004049,EM-14065
CA-2015-142937,2015-12-05,2015-12-06,First Class,A004050,SF-20065
US-2016-149790,2016-09-26,2016-10-01,Standard Class,A004051,SC-20380
CA-2016-130778,2016-11-19,2016-11-25,Standard Class,A004052,ND-18370
CA-2017-144456,2017-09-08,2017-09-09,First Class,A004053,FC-14245
CA-2017-103478,2017-07-21,2017-07-24,Second Class,A004054,KL-16555
CA-2017-118577,2017-10-06,2017-10-11,Standard Class,A004055,XP-21865
CA-2017-113572,2017-11-07,2017-11-11,Standard Class,A004056,FP-14320
CA-2016-153269,2016-03-09,2016-03-12,First Class,A004057,PS-18760
CA-2017-161655,2017-05-13,2017-05-18,Second Class,A004058,CW-11905
CA-2016-101469,2016-07-02,2016-07-08,Standard Class,A004059,KH-16360
CA-2014-153087,2014-12-27,2015-01-03,Standard Class,A004060,TC-20980
CA-2017-135076,2017-04-13,2017-04-17,Standard Class,A004061,YS-21880
CA-2014-161634,2014-11-14,2014-11-20,Standard Class,A004062,CC-12220
CA-2017-141481,2017-06-11,2017-06-14,First Class,A004063,ZD-21925
CA-2016-132549,2016-11-25,2016-11-30,Standard Class,A004064,JK-15370
US-2014-155544,2014-03-21,2014-03-25,Standard Class,A004065,GM-14440
US-2015-115238,2015-04-30,2015-05-04,Standard Class,A004066,JW-15220
CA-2017-132199,2017-05-03,2017-05-08,Standard Class,A004067,BO-11350
CA-2016-163174,2016-08-26,2016-08-30,Standard Class,A004068,XP-21865
CA-2014-110555,2014-04-11,2014-04-18,Standard Class,A004069,MM-18055
CA-2017-147207,2017-01-02,2017-01-04,Second Class,A004070,TS-21655
CA-2017-137631,2017-04-28,2017-05-02,Standard Class,A004071,JL-15235
CA-2017-157273,2017-01-30,2017-02-02,First Class,A004072,SZ-20035
CA-2014-109918,2014-09-07,2014-09-12,Second Class,A004073,LR-17035
CA-2016-118745,2016-06-11,2016-06-16,Standard Class,A004074,SV-20365
CA-2016-163972,2016-10-17,2016-10-21,Standard Class,A004075,MG-17890
CA-2014-165393,2014-12-27,2014-12-30,First Class,A004076,NC-18415
CA-2016-113726,2016-11-24,2016-12-01,Standard Class,A004077,SC-20680
CA-2016-152940,2016-11-10,2016-11-13,First Class,A004078,RO-19780
CA-2015-158701,2015-01-05,2015-01-10,Standard Class,A004079,JL-15175
CA-2017-156272,2017-03-21,2017-03-27,Standard Class,A004080,PW-19030
CA-2015-162964,2015-11-12,2015-11-18,Standard Class,A004081,MF-18250
CA-2014-103527,2014-09-09,2014-09-14,Second Class,A004082,CC-12220
CA-2016-134544,2016-03-17,2016-03-19,Second Class,A003023,AC-10660
CA-2016-163048,2016-02-08,2016-02-15,Standard Class,A004083,MH-17440
CA-2016-145135,2016-11-26,2016-11-28,First Class,A004084,CD-12790
CA-2017-137582,2017-09-04,2017-09-08,Standard Class,A004085,CV-12805
CA-2015-149601,2015-05-28,2015-06-03,Standard Class,A004086,TB-21625
CA-2014-139423,2014-11-01,2014-11-05,Standard Class,A004087,DG-13300
CA-2016-102596,2016-12-27,2016-12-30,First Class,A004088,RD-19810
CA-2017-153227,2017-12-04,2017-12-06,First Class,A002125,CS-12250
CA-2017-110625,2017-12-23,2017-12-30,Standard Class,A004089,JB-16045
CA-2016-142594,2016-12-01,2016-12-06,Second Class,A004090,EJ-14155
CA-2014-152254,2014-06-30,2014-06-30,Same Day,A004091,BD-11620
US-2014-120236,2014-09-03,2014-09-04,First Class,A004092,MR-17545
CA-2017-120061,2017-11-02,2017-11-07,Second Class,A004093,SR-20425
CA-2015-133837,2015-04-13,2015-04-18,Standard Class,A004094,TH-21100
CA-2015-110814,2015-12-05,2015-12-09,Second Class,A004095,BD-11635
CA-2016-154067,2016-02-01,2016-02-07,Standard Class,A004096,SM-20950
CA-2017-140480,2017-07-08,2017-07-12,Standard Class,A004097,HE-14800
CA-2015-134082,2015-12-11,2015-12-17,Standard Class,A004098,JK-15640
CA-2016-130820,2016-11-15,2016-11-15,Same Day,A004099,ON-18715
CA-2016-159765,2016-05-09,2016-05-12,Second Class,A004100,TH-21100
CA-2017-132290,2017-03-10,2017-03-14,Standard Class,A004101,MD-17350
CA-2016-147109,2016-12-17,2016-12-21,Standard Class,A004102,AH-10075
CA-2017-107265,2017-04-06,2017-04-12,Standard Class,A004103,ML-17755
CA-2017-118199,2017-05-09,2017-05-11,First Class,A004104,LB-16795
CA-2017-150091,2017-10-12,2017-10-16,Standard Class,A004105,NP-18670
CA-2016-137652,2016-08-28,2016-08-30,First Class,A004106,EB-13750
CA-2015-128356,2015-10-02,2015-10-07,Standard Class,A004107,RP-19390
CA-2017-167017,2017-11-23,2017-11-25,First Class,A004108,DC-12850
US-2017-132220,2017-11-12,2017-11-16,Standard Class,A004109,DJ-13510
CA-2016-118129,2016-12-19,2016-12-21,Second Class,A004110,CL-12565
US-2014-113124,2014-03-30,2014-04-05,Standard Class,A004111,NC-18340
CA-2017-155621,2017-11-08,2017-11-13,Standard Class,A004112,KN-16450
US-2014-127635,2014-09-14,2014-09-18,Second Class,A004113,SC-20260
CA-2015-151470,2015-09-20,2015-09-26,Standard Class,A004114,AM-10705
CA-2015-112823,2015-12-10,2015-12-16,Standard Class,A004115,RA-19945
CA-2014-108861,2014-05-28,2014-06-01,Standard Class,A004116,MM-17260
CA-2017-114370,2017-03-14,2017-03-17,Second Class,A004117,BN-11470
CA-2016-158302,2016-12-08,2016-12-12,Second Class,A004118,JB-16045
CA-2017-145779,2017-05-06,2017-05-10,Standard Class,A004119,DB-13615
US-2016-155173,2016-03-06,2016-03-10,Standard Class,A004120,JB-16045
CA-2017-125451,2017-10-23,2017-10-24,First Class,A004121,AH-10075
CA-2014-131387,2014-04-28,2014-04-30,First Class,A004122,AI-10855
CA-2016-125087,2016-04-18,2016-04-23,Standard Class,A004123,TH-21115
CA-2016-154081,2016-05-22,2016-05-29,Standard Class,A004124,JE-15610
US-2017-118556,2017-05-28,2017-06-02,Second Class,A004125,TH-21235
CA-2014-126200,2014-08-25,2014-08-29,Standard Class,A004126,JE-15715
CA-2014-146500,2014-08-30,2014-09-04,Standard Class,A004127,AT-10735
CA-2015-169537,2015-09-03,2015-09-07,Second Class,A004128,JH-15820
CA-2014-100881,2014-03-28,2014-04-01,Standard Class,A004129,DR-12940
CA-2015-144043,2015-05-10,2015-05-15,Standard Class,A004130,AB-10165
CA-2015-116512,2015-04-09,2015-04-14,Standard Class,A004131,MC-18100
CA-2015-101000,2015-04-09,2015-04-14,Standard Class,A004132,IG-15085
CA-2016-168557,2016-09-19,2016-09-23,Standard Class,A004133,FH-14275
US-2016-164196,2016-11-11,2016-11-17,Standard Class,A004134,AS-10285
US-2017-132031,2017-04-23,2017-04-27,Standard Class,A004135,PN-18775
CA-2015-169733,2015-10-22,2015-10-26,Second Class,A004136,GM-14500
CA-2017-169404,2017-04-09,2017-04-14,Standard Class,A004137,NC-18625
CA-2017-134880,2017-10-27,2017-11-01,Standard Class,A004138,TW-21025
CA-2015-145758,2015-10-30,2015-10-30,Same Day,A004139,BF-11020
CA-2017-158736,2017-12-18,2017-12-24,Standard Class,A004140,TT-21460
US-2016-119270,2016-03-12,2016-03-16,Standard Class,A004141,SW-20245
CA-2014-109890,2014-07-21,2014-07-27,Standard Class,A004142,PG-18820
CA-2016-138583,2016-05-24,2016-05-28,Standard Class,A004143,DP-13390
US-2017-118535,2017-02-11,2017-02-15,Standard Class,A004144,DJ-13510
CA-2016-126284,2016-09-20,2016-09-24,Standard Class,A004145,EN-13780
CA-2017-142391,2017-09-24,2017-09-24,Same Day,A004146,PB-19150
CA-2017-124716,2017-03-27,2017-03-31,Standard Class,A004147,BD-11560
CA-2016-158841,2016-02-02,2016-02-04,Second Class,A004148,SE-20110
CA-2017-106824,2017-07-07,2017-07-11,Standard Class,A004149,AT-10735
CA-2015-109190,2015-10-23,2015-10-28,Standard Class,A004150,CC-12685
CA-2016-143154,2016-12-02,2016-12-08,Standard Class,A004151,AS-10225
CA-2014-169061,2014-03-05,2014-03-08,Second Class,A004152,AB-10150
CA-2015-102316,2015-03-01,2015-03-03,Second Class,A004153,DH-13075
CA-2014-164903,2014-02-20,2014-02-24,Standard Class,A004154,SR-20740
CA-2016-109400,2016-05-02,2016-05-06,Standard Class,A004155,NR-18550
CA-2016-130400,2016-03-08,2016-03-12,Standard Class,A004156,SJ-20125
CA-2015-135853,2015-12-11,2015-12-14,First Class,A002554,CA-12775
CA-2016-103359,2016-12-22,2016-12-26,Standard Class,A004157,LC-16885
CA-2016-144645,2016-02-02,2016-02-08,Standard Class,A004158,NS-18640
CA-2017-141614,2017-06-05,2017-06-09,Standard Class,A004159,NS-18640
CA-2015-122168,2015-08-21,2015-08-26,Standard Class,A004160,HG-14965
CA-2016-132899,2016-04-07,2016-04-11,Standard Class,A004161,SF-20200
CA-2017-149720,2017-06-04,2017-06-07,Second Class,A004162,EM-14065
CA-2017-118003,2017-12-04,2017-12-10,Standard Class,A004163,DO-13645
CA-2016-141887,2016-01-11,2016-01-15,Standard Class,A000913,MP-17470
US-2016-160206,2016-04-01,2016-04-07,Standard Class,A004164,MY-18295
CA-2017-133074,2017-09-21,2017-09-25,Standard Class,A004165,DB-13615
CA-2017-161172,2017-03-16,2017-03-16,Same Day,A004166,SP-20920
CA-2017-137624,2017-11-10,2017-11-17,Standard Class,A004167,ME-17320
CA-2016-156748,2016-11-30,2016-12-06,Standard Class,A004168,BS-11755
CA-2015-169677,2015-01-13,2015-01-15,Second Class,A004169,KS-16300
US-2014-163146,2014-05-16,2014-05-20,Standard Class,A004170,CC-12475
CA-2015-157343,2015-06-07,2015-06-11,Standard Class,A004171,HD-14785
CA-2017-147354,2017-03-09,2017-03-13,Standard Class,A004172,KB-16315
CA-2015-157287,2015-12-22,2015-12-23,First Class,A004173,HR-14830
CA-2014-137575,2014-08-06,2014-08-11,Standard Class,A004174,TB-21625
CA-2016-119074,2016-03-27,2016-03-31,Standard Class,A004175,DS-13180
CA-2015-149566,2015-12-05,2015-12-10,Standard Class,A001843,GB-14530
CA-2015-126186,2015-09-11,2015-09-12,First Class,A004176,GB-14530
CA-2015-121132,2015-07-17,2015-07-24,Standard Class,A004177,VB-21745
CA-2014-140473,2014-05-30,2014-06-03,Standard Class,A004178,MC-17425
US-2017-102904,2017-11-13,2017-11-20,Standard Class,A004179,CB-12025
CA-2016-102092,2016-12-09,2016-12-11,First Class,A004180,PM-18940
CA-2015-117884,2015-03-22,2015-03-22,Same Day,A004181,DC-13285
CA-2016-132829,2016-12-23,2016-12-26,Second Class,A004182,LA-16780
CA-2016-123540,2016-04-02,2016-04-06,Second Class,A004183,DJ-13420
US-2017-108315,2017-04-30,2017-05-04,Standard Class,A004184,MH-18115
CA-2016-134110,2016-11-17,2016-11-18,First Class,A004185,BG-11035
US-2016-136581,2016-11-10,2016-11-12,First Class,A004186,SV-20365
CA-2016-162390,2016-12-06,2016-12-12,Standard Class,A004187,DP-13105
CA-2016-162222,2016-04-03,2016-04-03,Same Day,A004188,SR-20740
CA-2014-121629,2014-11-28,2014-12-02,Standard Class,A004189,BT-11680
CA-2015-164623,2015-10-20,2015-10-22,First Class,A000709,MS-17770
CA-2014-159849,2014-09-19,2014-09-19,Same Day,A004190,JK-15640
CA-2017-101273,2017-08-27,2017-08-30,Second Class,A004191,ST-20530
CA-2017-106747,2017-07-03,2017-07-04,First Class,A004192,TS-21505
CA-2017-146164,2017-12-22,2017-12-26,Standard Class,A004193,CM-12190
CA-2016-111605,2016-12-27,2017-01-02,Standard Class,A000975,JW-15955
CA-2014-130673,2014-05-20,2014-05-22,Second Class,A004194,MC-17590
CA-2014-104808,2014-02-04,2014-02-08,Second Class,A004195,MH-17440
US-2017-132927,2017-12-09,2017-12-15,Standard Class,A004196,RD-19720
CA-2017-162015,2017-07-11,2017-07-18,Standard Class,A004197,KB-16240
CA-2015-138492,2015-05-15,2015-05-22,Standard Class,A004198,FC-14335
CA-2017-145338,2017-01-29,2017-02-01,First Class,A004199,BD-11770
CA-2017-126676,2017-09-29,2017-10-01,First Class,A004200,FH-14365
CA-2017-101700,2017-04-23,2017-04-26,First Class,A004201,SO-20335
CA-2017-159667,2017-11-09,2017-11-13,Standard Class,A004202,PM-19135
CA-2014-111934,2014-05-05,2014-05-07,First Class,A004203,GD-14590
US-2016-117387,2016-10-27,2016-10-31,Standard Class,A004204,PA-19060
CA-2014-141110,2014-11-26,2014-12-01,Standard Class,A004205,LS-17200
US-2014-133949,2014-12-31,2014-12-31,Same Day,A004206,JL-15175
US-2016-116365,2016-01-03,2016-01-08,Standard Class,A004207,CA-12310
CA-2017-162936,2017-08-18,2017-08-22,Standard Class,A004208,CM-12160
CA-2014-151946,2014-06-04,2014-06-09,Standard Class,A004209,BT-11440
CA-2017-123624,2017-11-13,2017-11-17,Second Class,A004210,SE-20110
CA-2016-146437,2016-01-28,2016-02-01,Second Class,A004211,HG-14965
CA-2016-138233,2016-11-09,2016-11-14,Standard Class,A004212,PF-19165
CA-2016-165918,2016-09-10,2016-09-14,Standard Class,A004213,BD-11770
CA-2017-117513,2017-03-03,2017-03-08,Standard Class,A004214,BT-11395
CA-2017-132437,2017-09-08,2017-09-13,Second Class,A004215,EM-14095
US-2017-119319,2017-11-06,2017-11-09,Second Class,A004216,LC-17050
CA-2017-104318,2017-05-13,2017-05-18,Standard Class,A004217,FH-14275
US-2016-114230,2016-11-27,2016-12-01,Standard Class,A004218,CM-12235
CA-2015-136147,2015-11-13,2015-11-18,Standard Class,A004219,FM-14380
CA-2015-156118,2015-12-08,2015-12-12,Standard Class,A004220,HG-14965
CA-2015-164084,2015-09-07,2015-09-12,Standard Class,A004221,AG-10525
CA-2016-107783,2016-07-28,2016-07-29,First Class,A004222,OT-18730
CA-2017-159793,2017-08-25,2017-08-29,Standard Class,A004223,SV-20365
CA-2014-160094,2014-04-30,2014-05-02,First Class,A004224,JM-16195
CA-2017-151281,2017-04-27,2017-05-02,Standard Class,A004225,HM-14980
CA-2017-118346,2017-07-23,2017-07-24,First Class,A004226,PO-19180
CA-2014-129819,2014-12-13,2014-12-15,Second Class,A004227,KC-16675
US-2017-148551,2017-01-12,2017-01-16,Standard Class,A004228,DB-13120
CA-2017-147767,2017-12-02,2017-12-02,Same Day,A004229,SV-20935
CA-2015-108259,2015-11-08,2015-11-15,Standard Class,A004230,NS-18640
CA-2016-113341,2016-11-25,2016-11-29,Standard Class,A004231,MH-17455
US-2015-131842,2015-12-05,2015-12-08,First Class,A004232,RR-19525
CA-2016-164574,2016-07-29,2016-08-03,Standard Class,A004233,RH-19555
CA-2014-142769,2014-09-13,2014-09-13,Same Day,A004234,RP-19390
CA-2016-168361,2016-06-21,2016-06-25,Standard Class,A004235,KB-16600
CA-2016-153185,2016-09-03,2016-09-08,Standard Class,A004236,MH-17620
CA-2017-124765,2017-11-25,2017-11-30,Standard Class,A004237,HZ-14950
CA-2015-131856,2015-05-12,2015-05-17,Standard Class,A004238,JG-15160
CA-2017-126634,2017-03-30,2017-04-01,Second Class,A004239,AB-10165
CA-2016-118500,2016-11-17,2016-11-18,First Class,A004240,HJ-14875
CA-2016-163951,2016-12-30,2017-01-02,First Class,A004241,CJ-11875
CA-2016-149916,2016-12-22,2016-12-24,Second Class,A004242,ED-13885
CA-2015-158918,2015-12-20,2015-12-25,Second Class,A002467,AI-10855
US-2014-159611,2014-12-27,2015-01-01,Second Class,A004243,KB-16315
CA-2017-163265,2017-02-16,2017-02-21,Standard Class,A004244,JS-16030
CA-2017-141705,2017-10-24,2017-10-26,First Class,A004245,PO-18850
CA-2016-112739,2016-09-02,2016-09-07,Second Class,A004246,RD-19810
CA-2016-143805,2016-12-01,2016-12-03,Second Class,A004247,JD-15895
CA-2014-133634,2014-11-05,2014-11-10,Standard Class,A004248,SR-20740
CA-2017-101665,2017-11-25,2017-12-01,Standard Class,A004249,TZ-21580
CA-2016-155446,2016-12-16,2016-12-23,Standard Class,A004250,TN-21040
CA-2017-137323,2017-11-14,2017-11-18,Second Class,A004251,PW-19030
CA-2016-144015,2016-06-26,2016-06-26,Same Day,A004252,AH-10075
CA-2014-101427,2014-12-26,2014-12-30,Standard Class,A004253,AY-10555
CA-2016-136770,2016-08-14,2016-08-18,Standard Class,A004254,SP-20650
CA-2016-118311,2016-10-24,2016-10-28,Standard Class,A004255,ED-13885
US-2014-112795,2014-08-23,2014-08-28,Second Class,A004256,CR-12625
CA-2017-127096,2017-09-15,2017-09-17,Second Class,A004257,CS-12400
CA-2017-119284,2017-06-15,2017-06-20,Standard Class,A004258,TS-21205
CA-2015-133494,2015-03-01,2015-03-05,Standard Class,A004259,RP-19390
CA-2016-111318,2016-07-23,2016-07-26,First Class,A001863,IL-15100
US-2014-132745,2014-10-01,2014-10-05,Standard Class,A004260,NF-18475
CA-2014-146815,2014-09-08,2014-09-13,Standard Class,A004261,PP-18955
CA-2014-119144,2014-11-16,2014-11-18,First Class,A004262,JD-16150
CA-2014-105648,2014-03-03,2014-03-07,Standard Class,A004263,EJ-14155
US-2015-145422,2015-12-03,2015-12-07,Standard Class,A004264,PW-19240
CA-2017-136623,2017-07-11,2017-07-16,Standard Class,A004265,TS-21430
CA-2017-121678,2017-11-16,2017-11-20,Second Class,A004266,BM-11650
CA-2016-120824,2016-06-12,2016-06-16,Second Class,A004267,AW-10930
US-2016-135209,2016-12-29,2016-12-31,Second Class,A004268,MH-17290
CA-2017-148145,2017-03-18,2017-03-23,Standard Class,A004269,SW-20275
CA-2015-103870,2015-12-27,2015-12-31,Standard Class,A004270,SP-20860
CA-2015-111017,2015-07-31,2015-08-06,Standard Class,A004271,SC-20695
CA-2017-116988,2017-06-27,2017-06-29,Second Class,A004272,PW-19030
US-2014-169390,2014-02-07,2014-02-10,Second Class,A004273,CS-12250
CA-2016-168774,2016-09-04,2016-09-09,Standard Class,A004274,RP-19855
CA-2017-161592,2017-04-06,2017-04-10,Standard Class,A004275,CS-12175
US-2017-131961,2017-12-08,2017-12-11,First Class,A004276,MJ-17740
CA-2016-102498,2016-07-24,2016-07-25,First Class,A004277,JG-15160
CA-2015-113222,2015-11-09,2015-11-09,Same Day,A004278,AG-10765
US-2015-144771,2015-10-02,2015-10-04,First Class,A004279,CK-12205
CA-2015-162376,2015-11-22,2015-11-25,Second Class,A004280,HD-14785
CA-2017-128076,2017-02-02,2017-02-07,Standard Class,A004281,BO-11350
US-2015-163825,2015-06-16,2015-06-19,First Class,A004282,LC-16885
CA-2016-105662,2016-05-05,2016-05-09,Standard Class,A004283,RB-19465
CA-2017-152198,2017-09-09,2017-09-10,First Class,A004284,JD-16015
CA-2016-114307,2016-07-22,2016-07-26,Standard Class,A004285,MF-17665
