ShipID,ShipDate,ShipMode,CustomerID,ProductID
8494,10/28/2015,Standard Class,CC-12685,TEC-CO-10001943
8495,10/28/2015,Standard Class,CC-12685,OFF-BI-10000977
8496,12/8/2016,Standard Class,AS-10225,TEC-AC-10002942
8497,3/8/2014,Second Class,AB-10150,OFF-AR-10000588
8498,3/8/2014,Second Class,AB-10150,TEC-AC-10002001
8499,3/8/2014,Second Class,AB-10150,OFF-SU-10000381
8500,3/8/2014,Second Class,AB-10150,OFF-BI-10001617
8501,3/8/2014,Second Class,AB-10150,OFF-PA-10001878
8502,3/3/2015,Second Class,DH-13075,TEC-PH-10000376
8503,3/3/2015,Second Class,DH-13075,FUR-CH-10003396
8504,2/24/2014,Standard Class,SR-20740,OFF-PA-10003363
8505,5/6/2016,Standard Class,NR-18550,FUR-CH-10003298
8506,3/12/2016,Standard Class,SJ-20125,OFF-BI-10001757
8507,3/12/2016,Standard Class,SJ-20125,TEC-AC-10004633
8508,3/12/2016,Standard Class,SJ-20125,OFF-EN-10001453
8509,12/14/2015,First Class,CA-12775,TEC-AC-10004761
8510,12/14/2015,First Class,CA-12775,TEC-PH-10003691
8511,12/14/2015,First Class,CA-12775,OFF-BI-10004965
8512,12/26/2016,Standard Class,LC-16885,OFF-BI-10004233
8513,2/8/2016,Standard Class,NS-18640,FUR-FU-10003601
8514,6/9/2017,Standard Class,NS-18640,OFF-PA-10002787
8515,8/26/2015,Standard Class,HG-14965,OFF-AR-10003602
8516,8/26/2015,Standard Class,HG-14965,OFF-AR-10002053
8517,4/11/2016,Standard Class,SF-20200,OFF-AR-10002833
8518,6/7/2017,Second Class,EM-14065,FUR-FU-10002501
8519,12/10/2017,Standard Class,DO-13645,FUR-FU-10002506
8520,12/10/2017,Standard Class,DO-13645,FUR-CH-10003817
8521,12/10/2017,Standard Class,DO-13645,FUR-CH-10004860
8522,1/15/2016,Standard Class,MP-17470,FUR-FU-10002268
8523,4/7/2016,Standard Class,MY-18295,TEC-PH-10000148
8524,9/25/2017,Standard Class,DB-13615,OFF-PA-10004082
8525,3/16/2017,Same Day,SP-20920,TEC-PH-10004348
8526,3/16/2017,Same Day,SP-20920,FUR-FU-10003424
8527,3/16/2017,Same Day,SP-20920,OFF-BI-10004654
8528,3/16/2017,Same Day,SP-20920,TEC-AC-10004571
8529,3/16/2017,Same Day,SP-20920,OFF-ST-10000675
8530,11/17/2017,Standard Class,ME-17320,FUR-CH-10001714
8531,12/6/2016,Standard Class,BS-11755,OFF-PA-10000380
8532,12/6/2016,Standard Class,BS-11755,OFF-PA-10002713
8533,12/6/2016,Standard Class,BS-11755,OFF-ST-10001370
8534,12/6/2016,Standard Class,BS-11755,FUR-CH-10000513
8535,1/15/2015,Second Class,KS-16300,OFF-LA-10003223
8536,5/20/2014,Standard Class,CC-12475,TEC-AC-10002217
8537,6/11/2015,Standard Class,HD-14785,OFF-BI-10003707
8538,6/11/2015,Standard Class,HD-14785,OFF-PA-10000552
8539,6/11/2015,Standard Class,HD-14785,OFF-AR-10003183
8540,3/13/2017,Standard Class,KB-16315,TEC-CO-10000971
8541,3/13/2017,Standard Class,KB-16315,OFF-BI-10003910
8542,12/23/2015,First Class,HR-14830,OFF-ST-10001172
8543,12/23/2015,First Class,HR-14830,FUR-CH-10001270
8544,8/11/2014,Standard Class,TB-21625,TEC-AC-10004571
8545,3/31/2016,Standard Class,DS-13180,FUR-FU-10004053
8546,3/31/2016,Standard Class,DS-13180,FUR-FU-10003731
8547,3/31/2016,Standard Class,DS-13180,OFF-BI-10000962
8548,12/10/2015,Standard Class,GB-14530,TEC-AC-10001266
8549,12/10/2015,Standard Class,GB-14530,OFF-LA-10000452
8550,9/12/2015,First Class,GB-14530,FUR-FU-10000073
8551,7/24/2015,Standard Class,VB-21745,OFF-LA-10002368
8552,7/24/2015,Standard Class,VB-21745,OFF-FA-10004248
8553,6/3/2014,Standard Class,MC-17425,TEC-CO-10004202
8554,11/20/2017,Standard Class,CB-12025,TEC-AC-10000927
8555,12/11/2016,First Class,PM-18940,FUR-TA-10002530
8556,3/22/2015,Same Day,DC-13285,TEC-AC-10002567
8557,3/22/2015,Same Day,DC-13285,OFF-ST-10002182
8558,12/26/2016,Second Class,LA-16780,TEC-PH-10004539
8559,12/26/2016,Second Class,LA-16780,OFF-LA-10002945
8560,12/26/2016,Second Class,LA-16780,TEC-PH-10004345
8561,12/26/2016,Second Class,LA-16780,TEC-PH-10004912
8562,12/26/2016,Second Class,LA-16780,FUR-FU-10000206
8563,4/6/2016,Second Class,DJ-13420,FUR-CH-10000847
8564,5/4/2017,Standard Class,MH-18115,OFF-BI-10000822
8565,5/4/2017,Standard Class,MH-18115,FUR-FU-10000747
8566,11/18/2016,First Class,BG-11035,TEC-PH-10002350
8567,11/18/2016,First Class,BG-11035,OFF-PA-10000697
8568,11/12/2016,First Class,SV-20365,OFF-PA-10002787
8569,12/12/2016,Standard Class,DP-13105,OFF-BI-10004318
8570,12/12/2016,Standard Class,DP-13105,OFF-BI-10001721
8571,12/12/2016,Standard Class,DP-13105,TEC-CO-10004202
8572,4/3/2016,Same Day,SR-20740,OFF-PA-10003893
8573,12/2/2014,Standard Class,BT-11680,TEC-MA-10004679
8574,10/22/2015,First Class,MS-17770,OFF-PA-10000249
8575,9/19/2014,Same Day,JK-15640,OFF-FA-10000053
8576,8/30/2017,Second Class,ST-20530,OFF-AP-10000804
8577,7/4/2017,First Class,TS-21505,FUR-FU-10004188
8578,12/26/2017,Standard Class,CM-12190,FUR-TA-10004915
8579,12/26/2017,Standard Class,CM-12190,OFF-ST-10001228
8580,1/2/2017,Standard Class,JW-15955,OFF-LA-10002368
8581,5/22/2014,Second Class,MC-17590,FUR-FU-10003489
8582,5/22/2014,Second Class,MC-17590,OFF-PA-10000289
8583,5/22/2014,Second Class,MC-17590,TEC-AC-10004227
8584,5/22/2014,Second Class,MC-17590,OFF-ST-10000636
8585,2/8/2014,Second Class,MH-17440,OFF-BI-10003676
8586,12/15/2017,Standard Class,RD-19720,OFF-BI-10001116
8587,7/18/2017,Standard Class,KB-16240,TEC-AC-10003832
8588,7/18/2017,Standard Class,KB-16240,OFF-AP-10003040
8589,5/22/2015,Standard Class,FC-14335,OFF-ST-10002583
8590,2/1/2017,First Class,BD-11770,OFF-AR-10002053
8591,10/1/2017,First Class,FH-14365,OFF-EN-10004846
8592,4/26/2017,First Class,SO-20335,OFF-EN-10003134
8593,4/26/2017,First Class,SO-20335,FUR-FU-10001025
8594,11/13/2017,Standard Class,PM-19135,TEC-AC-10002567
8595,11/13/2017,Standard Class,PM-19135,TEC-PH-10004094
8596,5/7/2014,First Class,GD-14590,OFF-BI-10004364
8597,5/7/2014,First Class,GD-14590,OFF-PA-10000474
8598,10/31/2016,Standard Class,PA-19060,OFF-BI-10004308
8599,12/1/2014,Standard Class,LS-17200,OFF-BI-10002012
8600,12/1/2014,Standard Class,LS-17200,OFF-PA-10002586
8601,12/1/2014,Standard Class,LS-17200,OFF-AP-10000692
8602,12/1/2014,Standard Class,LS-17200,OFF-BI-10001553
8603,12/31/2014,Same Day,JL-15175,TEC-PH-10004908
8604,1/8/2016,Standard Class,CA-12310,TEC-AC-10002217
8605,1/8/2016,Standard Class,CA-12310,TEC-AC-10002942
8606,1/8/2016,Standard Class,CA-12310,TEC-PH-10002890
8607,8/22/2017,Standard Class,CM-12160,TEC-AC-10003614
8608,6/9/2014,Standard Class,BT-11440,FUR-FU-10002878
8609,6/9/2014,Standard Class,BT-11440,OFF-AP-10001626
8610,6/9/2014,Standard Class,BT-11440,FUR-BO-10003272
8611,6/9/2014,Standard Class,BT-11440,FUR-FU-10002191
8612,11/17/2017,Second Class,SE-20110,TEC-AC-10000682
8613,2/1/2016,Second Class,HG-14965,OFF-AR-10000588
8614,11/14/2016,Standard Class,PF-19165,TEC-AC-10002001
8615,9/14/2016,Standard Class,BD-11770,OFF-LA-10003720
8616,9/14/2016,Standard Class,BD-11770,OFF-BI-10004364
8617,9/14/2016,Standard Class,BD-11770,OFF-PA-10000100
8618,9/14/2016,Standard Class,BD-11770,OFF-BI-10004826
8619,3/8/2017,Standard Class,BT-11395,FUR-TA-10001520
8620,9/13/2017,Second Class,EM-14095,OFF-ST-10001031
8621,11/9/2017,Second Class,LC-17050,FUR-FU-10003878
8622,5/18/2017,Standard Class,FH-14275,OFF-AP-10000358
8623,12/1/2016,Standard Class,CM-12235,OFF-ST-10000876
8624,11/18/2015,Standard Class,FM-14380,OFF-BI-10004224
8625,11/18/2015,Standard Class,FM-14380,TEC-AC-10004568
8626,12/12/2015,Standard Class,HG-14965,OFF-PA-10000533
8627,9/12/2015,Standard Class,AG-10525,OFF-ST-10003638
8628,9/12/2015,Standard Class,AG-10525,TEC-AC-10002305
8629,9/12/2015,Standard Class,AG-10525,OFF-BI-10000605
8630,9/12/2015,Standard Class,AG-10525,FUR-TA-10003569
8631,9/12/2015,Standard Class,AG-10525,OFF-FA-10003059
8632,7/29/2016,First Class,OT-18730,FUR-BO-10004409
8633,7/29/2016,First Class,OT-18730,OFF-BI-10000545
8634,7/29/2016,First Class,OT-18730,OFF-AP-10004052
8635,8/29/2017,Standard Class,SV-20365,FUR-BO-10001798
8636,5/2/2014,First Class,JM-16195,OFF-AR-10004010
8637,5/2/2014,First Class,JM-16195,OFF-ST-10000585
8638,5/2/2017,Standard Class,HM-14980,FUR-FU-10000397
8639,7/24/2017,First Class,PO-19180,TEC-AC-10000736
8640,12/15/2014,Second Class,KC-16675,OFF-BI-10004970
8641,1/16/2017,Standard Class,DB-13120,OFF-BI-10000545
8642,12/2/2017,Same Day,SV-20935,OFF-BI-10001670
8643,11/15/2015,Standard Class,NS-18640,OFF-FA-10000624
8644,11/15/2015,Standard Class,NS-18640,OFF-LA-10002945
8645,11/15/2015,Standard Class,NS-18640,OFF-BI-10000315
8646,11/15/2015,Standard Class,NS-18640,FUR-FU-10000023
8647,11/29/2016,Standard Class,MH-17455,FUR-CH-10004698
8648,12/8/2015,First Class,RR-19525,FUR-CH-10004477
8649,8/3/2016,Standard Class,RH-19555,OFF-ST-10003816
8650,8/3/2016,Standard Class,RH-19555,OFF-BI-10002429
8651,9/13/2014,Same Day,RP-19390,OFF-FA-10000840
8652,9/13/2014,Same Day,RP-19390,FUR-FU-10001918
8653,9/13/2014,Same Day,RP-19390,OFF-SU-10001574
8654,9/13/2014,Same Day,RP-19390,TEC-AC-10001606
8655,9/13/2014,Same Day,RP-19390,TEC-AC-10003399
8656,9/13/2014,Same Day,RP-19390,TEC-AC-10000865
8657,9/13/2014,Same Day,RP-19390,OFF-PA-10002923
8658,9/13/2014,Same Day,RP-19390,OFF-AP-10004785
8659,6/25/2016,Standard Class,KB-16600,OFF-BI-10003727
8660,9/8/2016,Standard Class,MH-17620,OFF-PA-10002246
8661,11/30/2017,Standard Class,HZ-14950,FUR-BO-10003965
8662,5/17/2015,Standard Class,JG-15160,FUR-FU-10000175
8663,5/17/2015,Standard Class,JG-15160,TEC-PH-10001336
8664,5/17/2015,Standard Class,JG-15160,OFF-PA-10001954
8665,4/1/2017,Second Class,AB-10165,FUR-FU-10004973
8666,11/18/2016,First Class,HJ-14875,OFF-SU-10004231
8667,1/2/2017,First Class,CJ-11875,OFF-AR-10004269
8668,12/24/2016,Second Class,ED-13885,OFF-BI-10004002
8669,12/24/2016,Second Class,ED-13885,TEC-MA-10000752
8670,12/25/2015,Second Class,AI-10855,OFF-PA-10004947
8671,1/1/2015,Second Class,KB-16315,FUR-FU-10004904
8672,1/1/2015,Second Class,KB-16315,OFF-ST-10002790
8673,2/21/2017,Standard Class,JS-16030,OFF-FA-10004854
8674,2/21/2017,Standard Class,JS-16030,FUR-CH-10004063
8675,2/21/2017,Standard Class,JS-16030,OFF-ST-10000642
8676,2/21/2017,Standard Class,JS-16030,OFF-AR-10004078
8677,2/21/2017,Standard Class,JS-16030,FUR-FU-10004270
8678,10/26/2017,First Class,PO-18850,FUR-TA-10004607
8679,9/7/2016,Second Class,RD-19810,OFF-BI-10001132
8680,9/7/2016,Second Class,RD-19810,TEC-AC-10001714
8681,12/3/2016,Second Class,JD-15895,OFF-AP-10002945
8682,12/3/2016,Second Class,JD-15895,OFF-SU-10004664
8683,11/10/2014,Standard Class,SR-20740,TEC-AC-10002550
8684,12/1/2017,Standard Class,TZ-21580,OFF-AR-10002335
8685,12/23/2016,Standard Class,TN-21040,TEC-AC-10001445
8686,11/18/2017,Second Class,PW-19030,OFF-ST-10003996
8687,6/26/2016,Same Day,AH-10075,OFF-SU-10003505
8688,6/26/2016,Same Day,AH-10075,OFF-FA-10000624
8689,6/26/2016,Same Day,AH-10075,OFF-PA-10002870
8690,12/30/2014,Standard Class,AY-10555,OFF-AR-10002257
8691,8/18/2016,Standard Class,SP-20650,TEC-PH-10003580
8692,8/18/2016,Standard Class,SP-20650,TEC-PH-10001530
8693,8/18/2016,Standard Class,SP-20650,TEC-AC-10000420
8694,10/28/2016,Standard Class,ED-13885,TEC-AC-10000892
8695,8/28/2014,Second Class,CR-12625,OFF-PA-10001934
8696,9/17/2017,Second Class,CS-12400,FUR-TA-10003473
8697,6/20/2017,Standard Class,TS-21205,TEC-PH-10001051
8698,6/20/2017,Standard Class,TS-21205,FUR-FU-10004351
8699,6/20/2017,Standard Class,TS-21205,FUR-TA-10004152
8700,6/20/2017,Standard Class,TS-21205,TEC-PH-10000560
8701,6/20/2017,Standard Class,TS-21205,OFF-AP-10004249
8702,6/20/2017,Standard Class,TS-21205,OFF-ST-10001490
8703,6/20/2017,Standard Class,TS-21205,OFF-PA-10000312
8704,3/5/2015,Standard Class,RP-19390,OFF-AP-10002906
8705,7/26/2016,First Class,IL-15100,TEC-PH-10004100
8706,10/5/2014,Standard Class,NF-18475,OFF-FA-10000254
8707,9/13/2014,Standard Class,PP-18955,FUR-CH-10004289
8708,9/13/2014,Standard Class,PP-18955,OFF-AR-10003469
8709,11/18/2014,First Class,JD-16150,TEC-PH-10004188
8710,11/18/2014,First Class,JD-16150,FUR-BO-10004015
8711,11/18/2014,First Class,JD-16150,OFF-ST-10000991
8712,3/7/2014,Standard Class,EJ-14155,FUR-TA-10002958
8713,12/7/2015,Standard Class,PW-19240,FUR-BO-10002213
8714,7/16/2017,Standard Class,TS-21430,TEC-PH-10000004
8715,7/16/2017,Standard Class,TS-21430,OFF-BI-10003708
8716,11/20/2017,Second Class,BM-11650,OFF-BI-10002949
8717,6/16/2016,Second Class,AW-10930,OFF-AP-10001242
8718,6/16/2016,Second Class,AW-10930,FUR-FU-10001424
8719,6/16/2016,Second Class,AW-10930,OFF-AR-10003469
8720,6/16/2016,Second Class,AW-10930,OFF-PA-10000232
8721,6/16/2016,Second Class,AW-10930,FUR-CH-10000229
8722,6/16/2016,Second Class,AW-10930,OFF-ST-10002562
8723,6/16/2016,Second Class,AW-10930,OFF-BI-10001525
8724,12/31/2016,Second Class,MH-17290,OFF-PA-10002986
8725,12/31/2016,Second Class,MH-17290,OFF-PA-10000143
8726,3/23/2017,Standard Class,SW-20275,OFF-AR-10003752
8727,12/31/2015,Standard Class,SP-20860,TEC-AC-10002370
8728,12/31/2015,Standard Class,SP-20860,FUR-FU-10002030
8729,12/31/2015,Standard Class,SP-20860,FUR-BO-10002853
8730,12/31/2015,Standard Class,SP-20860,OFF-ST-10002562
8731,12/31/2015,Standard Class,SP-20860,TEC-AC-10004227
8732,8/6/2015,Standard Class,SC-20695,OFF-SU-10002573
8733,6/29/2017,Second Class,PW-19030,OFF-PA-10003848
8734,6/29/2017,Second Class,PW-19030,FUR-FU-10001290
8735,6/29/2017,Second Class,PW-19030,TEC-AC-10003832
8736,2/10/2014,Second Class,CS-12250,OFF-ST-10001558
8737,9/9/2016,Standard Class,RP-19855,OFF-ST-10001490
8738,4/10/2017,Standard Class,CS-12175,OFF-BI-10003669
8739,12/11/2017,First Class,MJ-17740,OFF-AR-10004441
8740,12/11/2017,First Class,MJ-17740,TEC-PH-10001924
8741,7/25/2016,First Class,JG-15160,OFF-AR-10004456
8742,11/9/2015,Same Day,AG-10765,OFF-BI-10001890
8743,10/4/2015,First Class,CK-12205,FUR-FU-10000629
8744,10/4/2015,First Class,CK-12205,TEC-AC-10002323
8745,11/25/2015,Second Class,HD-14785,OFF-AR-10003056
8746,11/25/2015,Second Class,HD-14785,OFF-PA-10000300
8747,2/7/2017,Standard Class,BO-11350,FUR-FU-10000293
8748,2/7/2017,Standard Class,BO-11350,OFF-BI-10003638
8749,2/7/2017,Standard Class,BO-11350,TEC-MA-10002109
8750,6/19/2015,First Class,LC-16885,OFF-BI-10003527
8751,6/19/2015,First Class,LC-16885,TEC-PH-10004922
8752,5/9/2016,Standard Class,RB-19465,OFF-PA-10001001
8753,5/9/2016,Standard Class,RB-19465,TEC-PH-10001198
8754,9/10/2017,First Class,JD-16015,OFF-LA-10000443
8755,9/10/2017,First Class,JD-16015,OFF-BI-10003669
8756,9/10/2017,First Class,JD-16015,OFF-BI-10001628
8757,7/26/2016,Standard Class,MF-17665,OFF-AP-10002350
8758,7/26/2016,Standard Class,MF-17665,OFF-PA-10004100
8759,7/26/2016,Standard Class,MF-17665,FUR-FU-10000794
8760,7/26/2016,Standard Class,MF-17665,OFF-BI-10002012
8761,2/6/2016,Standard Class,BF-11170,OFF-BI-10003527
8762,2/6/2016,Standard Class,BF-11170,OFF-EN-10004483
8763,1/2/2017,Standard Class,FO-14305,OFF-ST-10003722
8764,1/2/2017,Standard Class,FO-14305,OFF-SU-10002557
8765,11/27/2015,Standard Class,BB-11545,OFF-AR-10002257
8766,11/27/2015,Standard Class,BB-11545,OFF-BI-10000756
8767,11/27/2015,Standard Class,BB-11545,OFF-AP-10004136
8768,11/27/2015,Standard Class,BB-11545,OFF-BI-10002194
8769,10/9/2015,Standard Class,IL-15100,TEC-AC-10000892
8770,9/13/2016,Same Day,PO-19180,TEC-PH-10001870
8771,9/13/2016,Same Day,PO-19180,FUR-CH-10002304
8772,9/17/2017,First Class,DB-13555,OFF-AP-10002534
8773,9/17/2017,First Class,DB-13555,OFF-PA-10001125
8774,2/28/2015,Standard Class,LC-16960,OFF-AP-10000804
8775,2/28/2015,Standard Class,LC-16960,OFF-BI-10002982
8776,12/9/2016,Second Class,MP-18175,OFF-AR-10001547
8777,7/3/2016,First Class,EA-14035,FUR-CH-10000665
8778,7/3/2016,First Class,EA-14035,OFF-PA-10000520
8779,12/18/2017,Standard Class,BP-11095,FUR-BO-10004015
8780,3/22/2015,Second Class,BM-11785,OFF-ST-10004258
8781,3/4/2015,First Class,CM-12715,OFF-AR-10003696
8782,3/4/2015,First Class,CM-12715,FUR-BO-10001811
8783,9/20/2016,Standard Class,JD-16150,OFF-BI-10001249
8784,9/20/2016,Standard Class,JD-16150,FUR-TA-10003473
8785,3/23/2017,Standard Class,AS-10630,OFF-LA-10003190
8786,6/2/2017,Standard Class,CM-11815,TEC-PH-10001305
8787,6/2/2017,Standard Class,CM-11815,OFF-PA-10001534
8788,6/2/2017,Standard Class,CM-11815,TEC-AC-10000844
8789,6/19/2017,Standard Class,JE-15715,FUR-CH-10000847
8790,6/19/2017,Standard Class,JE-15715,FUR-BO-10000468
8791,9/12/2015,Standard Class,AG-10525,OFF-BI-10002799
8792,3/24/2017,Standard Class,TT-21220,TEC-PH-10001557
8793,12/21/2014,First Class,BP-11095,OFF-LA-10001934
8794,12/21/2014,First Class,BP-11095,OFF-FA-10004248
8795,12/21/2014,First Class,BP-11095,TEC-PH-10001944
8796,12/21/2014,First Class,BP-11095,TEC-PH-10002085
8797,7/13/2016,Standard Class,MJ-17740,OFF-PA-10003441
8798,7/13/2016,Standard Class,MJ-17740,OFF-AR-10004602
8799,4/10/2016,Standard Class,VM-21685,TEC-PH-10002555
8800,5/10/2014,First Class,KT-16480,TEC-CO-10001449
8801,11/27/2017,Standard Class,CS-12250,OFF-PA-10004285
8802,11/12/2016,First Class,AB-10015,TEC-PH-10000562
8803,11/12/2016,First Class,AB-10015,FUR-BO-10003966
8804,1/1/2015,First Class,AH-10030,TEC-AC-10003614
8805,1/1/2015,First Class,AH-10030,OFF-LA-10003148
8806,8/23/2017,Standard Class,DO-13435,OFF-BI-10002133
8807,9/16/2016,Standard Class,MC-17590,FUR-FU-10002813
8808,10/31/2017,Standard Class,JF-15190,OFF-BI-10004330
8809,10/31/2017,Standard Class,JF-15190,TEC-PH-10002807
8810,10/31/2017,Standard Class,JF-15190,OFF-LA-10001404
8811,6/4/2017,Standard Class,SM-20950,OFF-PA-10004911
8812,3/13/2016,Standard Class,SP-20650,OFF-AP-10004233
8813,3/13/2016,Standard Class,SP-20650,OFF-AR-10002766
8814,7/31/2015,Standard Class,CK-12760,FUR-CH-10003199
8815,11/25/2015,Second Class,PW-19240,TEC-PH-10003012
8816,11/25/2015,Second Class,PW-19240,OFF-PA-10001583
8817,11/25/2015,Second Class,PW-19240,OFF-AR-10001940
8818,11/25/2015,Second Class,PW-19240,OFF-EN-10003286
8819,11/25/2015,Second Class,PW-19240,OFF-PA-10003441
8820,12/2/2015,Standard Class,EB-14170,OFF-PA-10003395
8821,11/7/2017,Standard Class,DK-13090,TEC-CO-10003236
8822,11/7/2017,Standard Class,DK-13090,OFF-BI-10002982
8823,11/7/2017,Standard Class,DK-13090,OFF-AR-10004010
8824,11/7/2017,Standard Class,DK-13090,OFF-PA-10002947
8825,3/23/2017,Second Class,TB-21055,OFF-EN-10003845
8826,12/22/2015,First Class,AG-10900,OFF-LA-10003190
8827,4/6/2014,Second Class,SC-20020,OFF-PA-10002986
8828,4/6/2014,Second Class,SC-20020,OFF-PA-10001593
8829,6/9/2015,Standard Class,BB-11545,OFF-PA-10000528
8830,10/9/2014,First Class,VP-21760,OFF-ST-10001932
8831,8/24/2016,Second Class,RP-19270,OFF-BI-10003727
8832,11/19/2015,Standard Class,DH-13675,FUR-FU-10002759
8833,6/27/2015,Standard Class,SW-20455,OFF-BI-10000545
8834,9/28/2017,Standard Class,KF-16285,OFF-ST-10004950
8835,9/28/2017,Standard Class,KF-16285,TEC-PH-10003171
8836,9/28/2017,Standard Class,KF-16285,OFF-AR-10000614
8837,9/28/2017,Standard Class,KF-16285,OFF-AR-10000034
8838,9/28/2017,Standard Class,KF-16285,OFF-LA-10003766
8839,4/10/2014,Second Class,FH-14275,OFF-AR-10001725
8840,4/10/2014,Second Class,FH-14275,OFF-BI-10002794
8841,4/10/2014,Second Class,FH-14275,TEC-AC-10004171
8842,2/13/2016,Standard Class,JR-16210,TEC-AC-10003628
8843,2/13/2016,Standard Class,JR-16210,TEC-AC-10004761
8844,11/20/2014,Second Class,JC-16105,OFF-ST-10000885
8845,12/23/2017,Standard Class,BP-11290,OFF-BI-10004209
8846,12/23/2017,Standard Class,BP-11290,OFF-FA-10002988
8847,12/23/2017,Standard Class,BP-11290,OFF-PA-10002222
8848,12/23/2017,Standard Class,BP-11290,OFF-AP-10004487
8849,7/4/2015,First Class,FA-14230,TEC-PH-10003505
8850,7/4/2015,First Class,FA-14230,FUR-FU-10000076
8851,7/4/2015,First Class,FA-14230,OFF-BI-10004728
8852,7/4/2015,First Class,FA-14230,OFF-PA-10002250
8853,10/13/2014,Second Class,DN-13690,OFF-PA-10003823
8854,9/25/2015,First Class,FO-14305,OFF-SU-10000898
8855,9/25/2015,First Class,FO-14305,TEC-AC-10003832
8856,12/30/2017,Standard Class,DP-13105,OFF-BI-10001679
8857,10/20/2017,Standard Class,JW-15220,TEC-AC-10002335
8858,10/20/2017,Standard Class,JW-15220,TEC-PH-10003187
8859,10/20/2017,Standard Class,JW-15220,OFF-BI-10003527
8860,8/26/2017,Standard Class,TT-21460,TEC-PH-10003171
8861,9/18/2015,Standard Class,SN-20560,OFF-LA-10000414
8862,9/18/2015,Standard Class,SN-20560,FUR-FU-10002107
8863,9/18/2015,Standard Class,SN-20560,OFF-BI-10004593
8864,9/18/2015,Standard Class,SN-20560,OFF-AP-10003860
8865,9/18/2015,Standard Class,SN-20560,OFF-PA-10000556
8866,12/26/2015,Standard Class,JM-15865,OFF-AP-10003281
8867,9/23/2014,First Class,SB-20185,FUR-BO-10004218
8868,9/23/2014,First Class,SB-20185,TEC-PH-10002185
8869,11/8/2016,Standard Class,CC-12475,TEC-MA-10003176
8870,12/6/2017,Standard Class,SH-19975,OFF-BI-10002003
8871,12/6/2017,Standard Class,SH-19975,FUR-FU-10000023
8872,12/6/2017,Standard Class,SH-19975,OFF-ST-10002756
8873,10/10/2014,Same Day,RB-19435,TEC-MA-10002694
8874,10/10/2014,Same Day,RB-19435,OFF-BI-10002429
8875,11/16/2017,Second Class,TC-21295,OFF-BI-10003684
8876,8/19/2016,Standard Class,CT-11995,OFF-SU-10003505
8877,8/19/2016,Standard Class,CT-11995,OFF-AP-10002534
8878,9/23/2017,Standard Class,GZ-14470,TEC-MA-10004626
8879,9/23/2017,Standard Class,GZ-14470,OFF-ST-10000615
8880,3/25/2015,First Class,AM-10360,OFF-PA-10000659
8881,3/25/2015,First Class,AM-10360,TEC-AC-10000736
8882,7/3/2016,Second Class,AH-10120,TEC-AC-10003038
8883,10/25/2017,Standard Class,MY-18295,TEC-PH-10004071
8884,10/25/2017,Standard Class,MY-18295,OFF-PA-10001667
8885,8/30/2014,Standard Class,BS-11590,OFF-BI-10001982
8886,8/30/2014,Standard Class,BS-11590,OFF-BI-10004141
8887,8/30/2014,Standard Class,BS-11590,OFF-BI-10002103
8888,7/30/2014,Second Class,BB-10990,OFF-ST-10002574
8889,12/7/2017,Standard Class,ML-17755,FUR-FU-10003394
8890,10/21/2016,Second Class,FC-14245,TEC-PH-10003072
8891,10/21/2016,Second Class,FC-14245,OFF-AP-10003057
8892,9/18/2016,First Class,CR-12625,FUR-CH-10001146
8893,12/6/2015,Standard Class,LC-16960,FUR-CH-10003973
8894,8/12/2014,Standard Class,GZ-14470,FUR-TA-10001307
8895,8/22/2016,Standard Class,BD-11320,FUR-FU-10004071
8896,8/22/2016,Standard Class,BD-11320,OFF-ST-10001505
8897,8/22/2016,Standard Class,BD-11320,TEC-PH-10004614
8898,8/22/2016,Standard Class,BD-11320,OFF-PA-10004911
8899,8/9/2015,Second Class,EM-14095,TEC-PH-10003601
8900,8/9/2015,Second Class,EM-14095,OFF-LA-10004545
8901,6/4/2016,Standard Class,BP-11290,FUR-FU-10001379
8902,6/4/2016,Standard Class,BP-11290,OFF-PA-10001846
8903,6/4/2016,Standard Class,BP-11290,FUR-CH-10000422
8904,6/4/2016,Standard Class,BP-11290,OFF-PA-10004621
8905,7/1/2016,Same Day,SU-20665,OFF-LA-10001474
8906,7/1/2016,Same Day,SU-20665,TEC-AC-10001635
8907,7/1/2016,Same Day,SU-20665,OFF-PA-10001950
8908,12/20/2016,First Class,AY-10555,TEC-PH-10001552
8909,2/1/2015,Standard Class,EM-13825,OFF-PA-10003790
8910,11/1/2017,Standard Class,SA-20830,OFF-LA-10002475
8911,11/8/2017,Standard Class,CA-12265,TEC-AC-10000303
8912,11/8/2017,Standard Class,CA-12265,TEC-PH-10000127
8913,11/8/2017,Standard Class,CA-12265,OFF-BI-10004364
8914,11/8/2017,Standard Class,CA-12265,OFF-LA-10002195
8915,5/13/2016,Standard Class,CV-12805,OFF-ST-10001490
8916,5/13/2016,Standard Class,CV-12805,OFF-BI-10002852
8917,5/13/2016,Standard Class,CV-12805,OFF-AP-10000390
8918,5/13/2016,Standard Class,CV-12805,OFF-PA-10004327
8919,5/13/2016,Standard Class,CV-12805,OFF-BI-10002353
8920,4/8/2014,Standard Class,AH-10690,FUR-FU-10003192
8921,5/3/2014,Standard Class,DS-13180,TEC-AC-10000736
8922,10/8/2016,Standard Class,AH-10690,TEC-PH-10003095
8923,10/8/2016,Standard Class,AH-10690,FUR-FU-10002885
